Title,Genre,IMDB Rating,Rating
Big Daddy,"Comedy, Drama",6.4,PG-13
Big Fat Liar,"Adventure, Comedy, Family",5.5,PG
Big Kill,"Action, Western",5.3,R
Big Miracle,"Biography, Drama, Family",6.5,PG
Big Stone Gap,"Comedy, Romance",5.7,PG-13
Big Time,"Documentary, Music",8.1,PG
Big Time Movie,"Comedy, Family, Music",6.4,G
Bigflo & Oli: Hip Hop Frenzy,"Documentary, Music",6.9,N/A
Biggie and Tupac,"Documentary, Biography, Crime",6.8,R
"Bikram: Yogi, Guru, Predator","Documentary, Crime",6.7,TV-MA
Bill Burr: I'm Sorry You Feel That Way,Comedy,8.3,TV-MA
Bill Burr: Let It Go,Comedy,8.4,Not Rated
Bill Burr: Paper Tiger,Comedy,8.2,TV-MA
Bill Burr: Walk Your Way Out,Comedy,7.3,TV-MA
Bill Burr: You People Are All the Same.,Comedy,8.3,TV-MA
Bill Hicks: Relentless,"Documentary, Comedy",8.6,Not Rated
Bill Hicks: Revelations,"Documentary, Comedy",8.6,Not Rated
Bill Hicks: Sane Man,"Documentary, Comedy",8.4,Not Rated
Bill Nye: Science Guy,Documentary,6.4,Not Rated
Billu,"Comedy, Drama",6.3,Not Rated
Billy Elliot,"Drama, Music",7.7,R
Billy Graham: An Extraordinary Journey,"Documentary, Biography, Family, History",7.6,Not Rated
Bioscope,Drama,5.7,N/A
Bir Baba Hindu,"Action, Adventure, Comedy",2.7,N/A
Bird Box,"Horror, Sci-Fi",6.6,R
Birdshot,"Drama, Mystery, Thriller",6.7,TV-MA
Birthmarked,Comedy,5.8,N/A
Bitch,"Comedy, Drama, Thriller",5.1,R
Bitcoin Heist,"Action, Comedy",5.8,Not Rated
BitterSweet,"Romance, Thriller",4.5,R
Bittoo Boss,Romance,4.1,Not Rated
Black,Drama,8.2,Not Rated
Black '47,"Action, Drama, History",6.9,R
Black,Drama,8.2,Not Rated
Black Friday,"Action, Crime, Drama",8.5,Not Rated
Black Hawk Down,"Drama, History, War",7.7,R
Black Panther,"Action, Adventure, Sci-Fi",7.3,PG-13
Black Rose,"Action, Crime, Drama",2.6,TV-MA
Black Sea,"Adventure, Drama, Thriller",6.4,R
Black Site Delta,Action,3.8,N/A
Black Snake Moan,"Drama, Music",6.9,R
Black Snow,Action,5.2,R
Blackpink: Light Up the Sky,"Documentary, Music",7.5,TV-14
Blame!,"Animation, Action, Drama",6.7,TV-14
Blaze,"Biography, Comedy, Drama",6.0,R
Bleed for This,"Biography, Drama, Sport",6.8,R
Blessed Benefit,"Comedy, Drama",6.6,N/A
Blind Date,"Comedy, Romance",6.0,PG-13
Blind Detective,"Short, Comedy",N/A,N/A
Blinky Bill: The Movie,"Animation, Adventure, Family",5.1,PG
Blockbuster,"Comedy, Drama",3.5,N/A
Blood Father,"Action, Crime, Drama",6.4,R
Blood Money,"Crime, Drama, Thriller",4.5,R
Blood Will Tell,"Action, Adventure, Romance",6.9,Passed
Blow,"Biography, Crime, Drama",7.6,R
Blue Jasmine,"Comedy, Drama",7.3,PG-13
Blue Jay,"Drama, Romance",7.3,Unrated
Blue Mountain State: The Rise of Thadland,"Comedy, Sport",5.7,R
Blue Ruin,"Crime, Drama, Thriller",7.1,R
Blue Streak,"Action, Comedy, Crime",6.3,PG-13
Blue Valentine,"Drama, Romance",7.3,R
Bluffmaster!,"Comedy, Crime, Drama",6.6,Not Rated
Bo Burnham: Make Happy,"Comedy, Music",8.4,TV-MA
Bo Burnham: what.,"Comedy, Music",8.4,TV-MA
Bob Lazar: Area 51 & Flying Saucers,Documentary,5.6,Not Rated
Bob's Broken Sleigh,"Animation, Short, Adventure, Family",4.7,TV-G
Bobbi Jene,"Documentary, Drama, Romance",6.2,N/A
Bobbleheads: The Movie,"Animation, Family",2.6,PG
Bobby,"Biography, Drama, History",7.0,R
Bobby Jasoos,"Comedy, Drama, Thriller",5.5,Not Rated
Bobby Robson: More Than a Manager,"Documentary, Sport",8.2,N/A
Bodyguard,"Crime, Drama, Thriller",8.1,TV-MA
Bogda,Drama,7.1,N/A
Boi,"Mystery, Thriller",5.0,TV-MA
Bokeh,"Drama, Sci-Fi",5.0,TV-MA
Bolívar,Drama,N/A,N/A
Bollywood Calling,"Comedy, Drama, Music",6.4,Not Rated
Bolt,"Animation, Adventure, Comedy",6.8,PG
Bombairiya,"Comedy, Crime, Drama",4.5,Not Rated
Bombay Talkies,Drama,6.7,Not Rated
Bombshell,"Biography, Drama",6.8,R
Bombshell: The Hedy Lamarr Story,"Documentary, Biography, History",7.4,N/A
Bon Bini Holland,Comedy,5.5,N/A
Bon Cop Bad Cop 2,"Action, Comedy, Crime",6.7,Not Rated
"Bon Cop, Bad Cop","Action, Comedy, Crime",6.8,R
Bonnie and Clyde,"Action, Biography, Crime",7.8,R
Boom,"Crime, Thriller",2.3,Not Rated
Born Beautiful,Comedy,5.4,N/A
Born Racer,"Documentary, Action, Drama",6.2,R
Born Strong,"Documentary, Drama, Sport",7.2,TV-MA
Born to Be Free,Documentary,7.5,N/A
Boss,"Crime, Drama",8.1,TV-MA
Bosta,"Musical, War",6.3,N/A
Bottom of the World,"Drama, Mystery, Thriller",5.2,Not Rated
Boushkash,"Comedy, Drama",5.3,N/A
Boy Bye,"Drama, Romance",5.4,N/A
Boy Missing,Crime,5.6,N/A
Boyka: Undisputed,"Action, Drama, Sport",7.0,R
Brad Paisley's Comedy Rodeo,Comedy,5.7,N/A
Brahman Naman,Comedy,5.6,N/A
Brain on Fire,"Biography, Drama",6.6,PG-13
Brampton's Own,Drama,5.3,TV-MA
Brave Miss World,"Documentary, Biography, Drama",7.1,Not Rated
Brave New Jersey,"Comedy, History",5.3,TV-MA
Braven,"Action, Thriller",5.9,R
Break,Drama,5.9,N/A
Break Ke Baad,"Comedy, Drama, Romance",5.2,N/A
Breaking Free,Drama,6.5,PG
Breaking the Bank,Comedy,4.9,Not Rated
Breath,"Adventure, Drama, Romance",6.7,TV-MA
Brian Regan: Nunchucks and Flamethrowers,"Documentary, Comedy",6.3,N/A
Brick,"Action, Crime, Drama",7.2,R
Bride for Rent,"Comedy, Romance",6.5,N/A
Bridezilla,"Comedy, Drama",5.9,N/A
Bright,"Action, Fantasy, Thriller",6.3,TV-MA
Brij Mohan Amar Rahe,"Comedy, Crime, Drama",6.8,N/A
Brooklyn's Finest,"Action, Crime, Drama",6.7,R
Brother,"Crime, Drama, Thriller",7.1,R
Brother's Shadow,Drama,6.0,N/A
Brothers,"Action, Drama, Thriller",7.1,R
Bucket List,Family,6.0,N/A
Budapest,Comedy,5.4,TV-MA
Buddies,"Drama, History, Romance",7.5,Not Rated
Budhia Singh: Born to Run,"Biography, Drama, Sport",7.6,Not Rated
Buffalo Boys,"Action, Drama, History",5.8,TV-MA
Bulbbul,"Drama, Horror, Mystery",6.6,TV-MA
Bulbul Can Sing,Drama,6.9,N/A
Bullet Head,"Crime, Drama, Thriller",5.4,R
Bulletproof 2,"Action, Comedy",3.5,Not Rated
Bullitt County,"Action, Drama, Thriller",4.8,N/A
Burlesque,"Drama, Music, Musical",6.4,PG-13
Burn Out,"Action, Crime, Thriller",6.2,TV-MA
Mississippi Burning,"Crime, Drama, History",7.8,R
Burning Cane,Drama,5.5,TV-MA
Burning Sands,Drama,6.1,TV-MA
Bushwick,"Action, Thriller",5.2,TV-MA
Buster's Mal Heart,"Crime, Drama, Mystery",6.2,Unrated
BUtterfield 8,"Drama, Romance",6.4,Not Rated
BuyBust,"Action, Crime, Thriller",5.8,Not Rated
Bwakaw,Drama,7.0,TV-PG
By the Sea,"Drama, Romance",5.3,R
Bye Bye London,"Comedy, Drama",8.8,TV-14
Let Bygones Be Bygones,"Short, Drama",N/A,N/A
Bypass Road,"Drama, Mystery, Thriller",5.4,N/A
C Kkompany,"Comedy, Drama, Thriller",5.4,Not Rated
Cézanne et moi,"Biography, Drama",6.0,R
Cabin Fever,Horror,5.6,R
Cadaver,"Animation, Short, Adventure",7.0,N/A
Caída del Cielo,"Comedy, Romance",5.3,N/A
Cake,Drama,6.4,R
Calendar Girls,"Comedy, Drama",6.9,PG-13
Calibre,"Drama, Thriller",6.8,TV-MA
Call the Midwife,"Drama, History",8.5,TV-PG
Calum Von Moger: Unbroken,Documentary,6.2,N/A
Cam,"Drama, Horror, Mystery",5.9,TV-MA
Camelia La Texana,"Crime, Drama, Romance",7.7,TV-14
Camera Store,Drama,5.7,Not Rated
Camp Cool Kids,"Animation, Comedy, Family, Mystery, Romance",4.7,TV-PG
Camp X-Ray,"Drama, War",6.9,R
Can't Hardly Wait,"Comedy, Romance",6.5,PG-13
Can't Help Falling in Love,"Comedy, Drama, Romance",7.2,N/A
Candy Jar,Comedy,5.8,TV-14
Candyflip,"Fantasy, Mystery, Thriller",5.9,N/A
Candyman,"Horror, Thriller",6.7,R
Cappuccino,"Short, Comedy, Drama",6.6,N/A
Captain Underpants: Mega Blissmas,"Animation, Comedy, Family",5.2,TV-PG
Carbon,"Adventure, Thriller",6.9,N/A
Cardboard Gangsters,"Crime, Drama",6.4,N/A
Caregiver,Drama,6.2,N/A
Cargo,"Drama, Horror, Sci-Fi",6.3,TV-MA
Carlos Almaraz: Playing with Fire,Documentary,7.5,N/A
Carlos Ballarta: El amor es de putos,Comedy,7.1,TV-MA
Carlos Ballarta: Furia ñera,Comedy,7.1,TV-MA
Carmen Sandiego: To Steal or Not to Steal,"Animation, Short, Action",7.0,TV-Y7-FV
Carol,"Drama, Romance",7.2,R
Carrie,"Horror, Mystery",7.4,R
Carrie Pilby,"Comedy, Drama",6.7,Not Rated
Carriers,"Action, Adventure, Drama",6.0,PG-13
Casa de mi Padre,"Comedy, Western",5.5,R
Case 39,"Horror, Mystery, Thriller",6.2,R
Casino Royale,"Action, Adventure, Thriller",8.0,PG-13
Cat on a Hot Tin Roof,Drama,8.0,Not Rated
Catch Me If You Can,"Biography, Crime, Drama",8.1,PG-13
Catching Feelings,"Comedy, Drama, Romance",5.7,TV-MA
Catfight,"Action, Comedy, Drama",5.9,Not Rated
Cats,"Comedy, Drama, Family",2.7,PG
Cave,"Adventure, Crime, Thriller",4.2,N/A
Cedric the Entertainer: Live from the Ville,Comedy,6.0,N/A
Celluloid Man,Documentary,7.8,N/A
Center Stage,"Drama, Music, Romance",6.7,PG-13
Chaahat,"Drama, Romance",5.5,Not Rated
Chaar Sahibzaade,"Animation, History",8.0,Unrated
Chal Bhaag,Comedy,4.2,Not Rated
Chal Dhar Pakad,Drama,N/A,Not Rated
Chal Mere Bhai,"Comedy, Romance",4.7,N/A
Chalte Chalte,"Drama, Romance",6.6,Not Rated
Chaman Bahaar,"Comedy, Drama",7.0,N/A
Chamatkar,"Comedy, Drama, Fantasy",6.6,Not Rated
Chameli,Drama,7.0,Not Rated
Chance Pe Dance,"Comedy, Drama, Music",4.7,N/A
Chandani: The Daughter of the Elephant Whisperer,"Documentary, Family",7.0,N/A
Change in the Air,Drama,5.6,PG
Chappaquiddick,"Biography, Drama, History",6.5,PG-13
Chappie,"Action, Crime, Drama",6.8,R
Charlie and the Chocolate Factory,"Adventure, Comedy, Family",6.6,PG
Charlie's Angels,"Action, Adventure, Comedy",5.6,PG-13
Charlie's Angels: Full Throttle,"Action, Adventure, Comedy",4.9,PG-13
Charlotte's Web,"Adventure, Comedy, Family",6.3,G
Charming,"Animation, Adventure, Comedy",5.6,TV-Y7
Chashme Baddoor,"Comedy, Drama",5.4,Not Rated
Chashme Buddoor,"Comedy, Family, Romance",8.0,Not Rated
Chasing Amy,"Comedy, Drama, Romance",7.2,R
Chasing the Dragon,Drama,6.8,N/A
Chasing Trane: The John Coltrane Documentary,"Documentary, Biography, Music",7.3,Not Rated
Chauthi Koot,"Drama, History",6.6,N/A
Cheese in the Trap,"Comedy, Romance",7.3,N/A
Chef,"Adventure, Comedy, Drama",7.3,R
Chelsea Peretti: One of the Greats,Comedy,7.0,N/A
Chennai Express,"Action, Adventure, Comedy",6.1,Not Rated
Chernobyl Diaries,"Horror, Mystery, Thriller",5.0,R
Chhota Bheem and the Curse of Damyaan,"Animation, Adventure, Fantasy",6.0,N/A
Chicken Kokkachi,Comedy,4.8,N/A
Chicken Little,"Animation, Adventure, Comedy",5.7,G
Chief Daddy,Comedy,5.1,N/A
Child's Play,"Fantasy, Horror, Thriller",6.6,R
Children of the Sea,"Short, Drama",N/A,N/A
Chillar Party,"Comedy, Drama, Family",7.5,Not Rated
China Salesman,"Action, Drama",2.9,Not Rated
Chippa,Drama,6.5,N/A
Chittagong,"Action, Drama, War",7.3,Not Rated
Chitty Chitty Bang Bang,"Adventure, Family, Fantasy",6.9,G
Chloe,"Drama, Mystery, Romance",6.3,R
Chopsticks,"Comedy, Drama",6.5,N/A
Chris Brown: Welcome to My Life,Documentary,5.7,Unrated
Chris D'Elia: Incorrigible,Comedy,6.5,TV-MA
Chris D'Elia: Man on Fire,Comedy,6.6,TV-MA
Chris D'Elia: No Pain,Comedy,5.9,N/A
Chris Rock: Tamborine,Comedy,6.6,TV-MA
Chris Tucker Live,"Documentary, Comedy",6.3,TV-MA
Christian Mingle,"Comedy, Drama, Family",4.3,PG
Christina P: Mother Inferior,Comedy,6.3,N/A
Christine,"Horror, Thriller",6.7,R
Christmas Break-In,Family,4.4,N/A
A Christmas Crush,"Comedy, Romance",4.6,Unrated
Christmas in the Heartland,Family,5.9,TV-PG
Christmas in the Smokies,"Drama, Family, Romance",5.8,TV-G
Christmas Inheritance,"Comedy, Drama, Romance",5.7,N/A
Christmas Wedding Planner,Romance,4.4,PG
Christmas with a Prince,Romance,5.2,TV-PG
Christmas with a View,"Drama, Romance",5.2,TV-PG
Christmas with the Kranks,"Comedy, Family",5.4,PG
Christopher Robin,"Animation, Adventure, Comedy",7.3,PG
Chronically Metropolitan,"Comedy, Drama",5.0,Not Rated
Chup Chup Ke,"Comedy, Drama, Romance",6.9,Not Rated
Chupan Chupai,"Comedy, Crime",5.8,N/A
Chupke Chupke,"Comedy, Drama, Romance",8.3,Not Rated
CIA: Comrade in America,"Action, Adventure, Drama",6.5,Not Rated
Cinar Agaci,"Comedy, Drama, Romance",6.2,N/A
Circle,"Drama, Horror, Mystery",6.0,Not Rated
Cirque du Freak: The Vampire's Assistant,"Action, Adventure, Fantasy",5.8,PG-13
Citation,"Drama, Thriller",6.2,TV-MA
Cities of Last Things,"Crime, Drama, Sci-Fi",6.2,TV-MA
City of God,Drama,7.1,N/A
City of Tiny Lights,"Crime, Drama, Mystery",5.5,Not Rated
Clair Obscur,"Short, Thriller",N/A,N/A
Clarence Clemons: Who Do I Think I Am?,Documentary,6.2,Not Rated
Clash of the Titans,"Action, Adventure, Fantasy",5.8,PG-13
Class of '61,"Action, Adventure, Drama",5.5,TV-PG
Class of 83,"Action, Crime, Drama",5.8,TV-14
Class Rank,"Comedy, Drama, Family",6.5,Not Rated
Cleopatra Jones,"Action, Crime, Thriller",5.9,PG
Click,"Comedy, Drama, Fantasy",6.4,PG-13
Clinical,"Horror, Thriller",5.1,N/A
Clive Davis: The Soundtrack of Our Lives,Documentary,7.5,Not Rated
Closed Circuit,"Crime, Drama, Mystery",6.2,R
Cloud Atlas,"Action, Drama, Mystery",7.4,R
Clouds of Sils Maria,Drama,6.7,R
Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy",6.9,PG
Cloudy with a Chance of Meatballs 2,"Animation, Adventure, Comedy",6.4,PG
Cloverfield,"Action, Horror, Sci-Fi",7.0,PG-13
Coach Carter,"Biography, Drama, Sport",7.3,PG-13
Coco y Raulito: Carrusel de ternura,Comedy,6.6,N/A
Code 8,"Action, Crime, Drama",6.1,Not Rated
Code Name: The Cleaner,"Action, Comedy, Crime",4.6,PG-13
Coffee,"Short, Comedy, Romance",5.7,N/A
Coffee with D,Comedy,4.4,N/A
Coin Heist,"Crime, Drama, Romance",4.8,TV-14
Cold Feet,"Comedy, Drama, Romance",8.2,TV-PG
Cold Harbour,"Action, Crime, Thriller",5.2,N/A
Colin Quinn: The New York Story,Comedy,6.8,TV-MA
Colin Quinn: Unconstitutional,Comedy,7.1,Not Rated
Colkatay Columbus,"Comedy, Drama, Fantasy",3.9,N/A
Colonia,"Biography, Drama, History",7.1,R
Come and Find Me,"Drama, Mystery, Thriller",5.7,R
Come Sunday,"Biography, Drama",6.0,TV-14
Comedians in Cars Getting Coffee,"Animation, Comedy, Family",8.1,TV-14
Como caído del cielo,"Comedy, Drama, Musical",6.4,TV-14
Company,"Action, Crime, Drama",8.0,Not Rated
Compulsion,"Biography, Crime, Drama",7.4,Approved
Concussion,"Biography, Drama, Sport",7.1,PG-13
Conor McGregor: Notorious,"Documentary, Biography, Sport",7.2,R
Consequences,Thriller,2.9,N/A
"Truth or Consequences, N.M.","Action, Crime, Drama",6.3,R
Contract,Crime,7.2,N/A
Cook Off,"Comedy, Romance",6.1,N/A
Cool Hand Luke,"Crime, Drama",8.1,GP
Cop and a Half: New Recruit,"Action, Adventure, Comedy, Crime, Family, Mystery",5.3,PG
Cop Car,"Crime, Thriller",6.3,R
Cops and Robbers,"Crime, Comedy",6.3,PG
Coraline,"Animation, Drama, Family",7.7,PG
Counterfeiting in Suburbia,Thriller,4.9,TV-14
Couple of Days,Drama,6.5,N/A
Couples Counseling,Comedy,N/A,N/A
Covered-Alive in Asia,Documentary,5.6,Not Rated
Cowspiracy: The Sustainability Secret,Documentary,8.2,Not Rated
Craig Ferguson: Tickle Fight,Comedy,6.6,TV-MA
Crash,"Crime, Drama, Thriller",7.7,R
Crazy Beautiful You,"Comedy, Drama, Romance",7.2,N/A
Crazy People,"Comedy, Drama",6.1,R
"Crazy, Lovely, Cool",Romance,7.8,N/A
Crd,"Drama, Romance",6.2,Not Rated
Creep,"Horror, Thriller",6.4,R
Creep 2,"Crime, Drama, Horror",6.5,Not Rated
Criminal: Spain,"Crime, Drama, Mystery",6.9,N/A
Cristela Alonzo: Lower Classy,Comedy,6.4,TV-MA
"Crouching Tiger, Hidden Dragon: Sword of Destiny","Action, Adventure, Drama",6.1,PG-13
"Crouching Tiger, Hidden Dragon: Sword of Destiny","Action, Adventure, Drama",6.1,PG-13
Cuddle Weather,"Drama, Romance",6.1,N/A
Cult of Chucky,"Comedy, Fantasy, Horror",5.2,R
Curtiz,"Biography, Drama, History",6.0,TV-MA
Cut Bank,"Crime, Drama, Thriller",6.1,R
Cutie and the Boxer,"Documentary, Biography",7.2,R
Cuties,Horror,1.5,N/A
Cycle,Comedy,9.1,N/A
D.L. Hughley: Clear,Comedy,6.8,Unrated
D.L. Hughley: Contrarian,Comedy,6.6,N/A
Dügün Dernek,Comedy,7.0,N/A
Dügün Dernek 2: Sünnet,Comedy,6.3,N/A
Da 5 Bloods,"Adventure, Drama, War",6.5,R
Da Kath & Kim Code,Comedy,7.4,TV-14
Dad,"Comedy, Drama",6.3,PG
Daddy Day Care,"Comedy, Family",5.6,PG
Daddy Issues,"Drama, Romance",4.2,N/A
Daemonium,"Short, Horror, Sci-Fi",7.0,N/A
Daffedar,Drama,5.7,N/A
This Stained Dawn (Dagh Dagh Ujala),Documentary,N/A,N/A
Dallas Buyers Club,"Biography, Drama",8.0,R
"Dana Carvey: Straight White Male, 60",Comedy,6.4,N/A
Dance Dreams: Hot Chocolate Nutcracker,"Documentary, Family",7.1,TV-G
Dancing with the Birds,Documentary,8.3,N/A
Dangal,"Action, Biography, Drama",8.4,Not Rated
Dangerous Lies,"Drama, Mystery, Thriller",5.3,TV-14
Daniel Sosa: Maleducado,Comedy,6.2,TV-MA
Daniel Sosa: Sosafado,Comedy,5.4,TV-MA
Danny Says,"Documentary, Biography, History",6.7,Unrated
Dante's Peak,"Action, Adventure, Thriller",6.0,PG-13
Danur: I Can See Ghosts,Horror,5.4,TV-14
Dany Boon: Des Hauts-De-France,Comedy,6.2,TV-MA
Darc,"Action, Crime, Thriller",5.8,TV-MA
Dark Crimes,Thriller,7.2,N/A
Dark Forces: Shadow People,Mystery,3.9,TV-MA
Dark Light,"Action, Horror, Mystery",4.3,N/A
Dark Places,"Crime, Drama, Mystery",6.2,R
Dark Skies,"Horror, Sci-Fi, Thriller",6.3,PG-13
Dark Waters,"Biography, Drama, History",7.6,PG-13
Darna Mana Hai,Horror,6.3,Not Rated
Darra,Drama,5.1,N/A
Daughters of the Dust,"Drama, History, Romance",6.6,TV-PG
Dave Chappelle,"Documentary, Comedy",8.7,N/A
Dave Chappelle: Equanimity,Comedy,8.2,TV-MA
Dave Chappelle: Sticks & Stones,Comedy,8.5,TV-MA
David Attenborough: A Life on Our Planet,"Documentary, Biography",9.0,PG
David Batra: Elefanten i Rummet,Comedy,5.9,N/A
David Brent: Life on the Road,"Comedy, Music",6.3,N/A
David Cross: Making America Great Again,Comedy,6.5,N/A
David Foster: Off the Record,Documentary,6.8,TV-MA
Day of the Dead: Bloodline,"Action, Drama, Horror",3.4,R
Dayveon,Drama,6.3,N/A
DC's Legends of Tomorrow: Their Time Is Now,"Documentary, Action, Sci-Fi",7.1,N/A
De Film van Dylan Haegens,"Adventure, Comedy, Family",4.4,N/A
De Palma,"Documentary, Biography",7.4,R
Dead in a Week (Or Your Money Back),"Comedy, Drama",6.3,TV-MA
Dead Kids,Thriller,5.5,TV-MA
Deadcon,"Drama, Horror, Mystery",2.8,Not Rated
Deadline: Sirf 24 Ghante,"Crime, Thriller",6.3,N/A
Deadly Switch,"Mystery, Thriller",4.6,N/A
James Dean,"Biography, Drama",7.3,PG
Dear Dad,"Drama, Family",6.3,N/A
Dear Dracula,"Animation, Short, Adventure, Family",5.3,Not Rated
Dear Ex-Best Friend,"Short, Family",N/A,N/A
Dear Santa,Drama,6.5,TV-PG
Dear Zindagi,"Drama, Romance",7.5,Not Rated
Death at a Funeral,Comedy,7.4,R
Death Can Wait,"Short, Mystery",7.8,N/A
Death House,"Action, Crime, Horror",3.0,R
Death Note,"Action, Crime, Drama",4.4,TV-MA
Death of Me,"Horror, Mystery, Thriller",4.4,R
Death to 2020,Comedy,6.8,TV-MA
Deathgrip,Sport,6.3,Not Rated
Dedemin Fisi,"Comedy, Family",5.5,N/A
Dedh Ishqiya,"Comedy, Drama, Romance",7.1,Not Rated
Deep,"Animation, Adventure, Comedy",4.2,PG
Deewana Main Deewana,"Comedy, Drama, Romance",2.1,N/A
Deewangee,"Crime, Drama, Mystery",6.6,N/A
Def Comedy Jam 25,"Documentary, Comedy",6.7,TV-MA
Defiance,"Action, Drama, History",7.2,R
Defying the Nazis: The Sharps' War,"Documentary, Biography, History",7.1,PG
Degrassi: Next Class,"Drama, Romance",6.9,TV-PG
Deidra & Laney Rob a Train,"Comedy, Crime, Drama",6.1,TV-14
Delhi-6,Drama,6.1,Not Rated
Delhi Belly,"Action, Comedy, Crime",7.6,Not Rated
Deliha,"Comedy, Family, Romance",4.5,N/A
Deliha 2,Comedy,4.5,N/A
Delirium,"Horror, Thriller",5.8,R
Demetri Martin: Live (At the Time),"Documentary, Comedy",7.4,TV-MA
Demetri Martin: The Overthinker,Comedy,7.2,N/A
Demonic,"Horror, Mystery, Thriller",5.3,R
Den of Thieves,"Action, Crime, Drama",7.0,R
Denis Leary: No Cure for Cancer,"Documentary, Comedy",7.5,R
Deon Cole: Cole Hearted,Comedy,6.9,N/A
DeRay Davis: How to Act Black,Comedy,6.1,N/A
Desire,"Comedy, Crime, Romance",7.1,Approved
Desolation,Thriller,4.8,TV-MA
Desperados,"Comedy, Romance",5.2,TV-MA
Despido procedente,Comedy,5.0,TV-MA
Destiny,"Crime, Drama, Fantasy",6.2,Approved
Detention,"Adventure, Comedy, Fantasy",5.7,R
Detour,"Crime, Drama, Film-Noir",7.4,Passed
Deuces,"Action, Crime, Drama",5.9,TV-MA
Dev.D,"Comedy, Drama, Romance",8.0,Not Rated
Deviant Love,Thriller,3.5,TV-14
Devil's Gate,"Horror, Sci-Fi, Thriller",5.1,Not Rated
Devilman: Crybaby,"Animation, Action, Fantasy",7.6,TV-MA
Devrai,Drama,7.8,Not Rated
Dhamaal,"Action, Adventure, Comedy",7.4,Not Rated
Dhan Dhana Dhan Goal,"Drama, Sport",5.0,N/A
Dhanak,"Comedy, Drama",7.9,N/A
Dharam Sankat Mein,Comedy,6.3,Not Rated
Dhh,"Drama, Family",7.8,N/A
Dhoondte Reh Jaoge,"Comedy, Drama",5.6,N/A
Di Renjie zhi Sidatianwang,"Action, Adventure, Drama",6.4,TV-MA
The Diary of a Chambermaid,"Drama, Romance",6.6,Approved
Die Another Day,"Action, Adventure, Thriller",6.1,PG-13
Die Ontwaking,"Crime, Horror, Thriller",4.2,N/A
Dieter Nuhr: Nuhr in Berlin,Comedy,4.7,Not Rated
Dil,"Comedy, Drama, Romance",6.7,Not Rated
Dil Chahta Hai,"Comedy, Drama, Romance",8.1,Not Rated
Dil Dhadakne Do,"Comedy, Drama, Romance",6.9,Not Rated
Dil Hai Tumhaara,"Drama, Romance",5.3,N/A
Dil Se..,"Drama, Romance",7.6,Not Rated
Dil Vil Pyaar Vyaar,Family,6.5,N/A
Dilan 1990,"Drama, Romance",7.2,TV-14
Dilan 1991,"Drama, Romance",6.7,TV-14
Dilwale,"Action, Comedy, Drama",5.1,Not Rated
Dinner for Schmucks,Comedy,5.9,PG-13
Disco Dancer,"Drama, Musical, Romance",6.5,PG-13
Disconnect,"Drama, Thriller",7.5,R
Discovering Bigfoot,Documentary,4.0,TV-14
Dismissed,"Drama, Thriller",5.7,Not Rated
District 9,"Action, Sci-Fi, Thriller",7.9,R
Divines,"Crime, Drama",7.4,N/A
Django Unchained,"Drama, Western",8.4,R
DNA,"Crime, Drama, Mystery",7.3,N/A
Do Dooni Chaar,"Comedy, Drama",7.5,PG
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",Drama,6.5,N/A
Doctor Zhivago,"Drama, Romance, War",8.0,PG-13
Dog Eat Dog,"Action, Thriller",4.7,Not Rated
Dolemite Is My Name,"Biography, Comedy, Drama",7.3,R
Dolly Kitty Aur Woh Chamakte Sitare,"Comedy, Drama",5.3,TV-MA
Dolly Parton: Here I Am,"Documentary, Music",7.3,TV-14
Dolphin Kick,Adventure,4.4,N/A
Dolphin Tale 2,"Drama, Family",6.4,PG
Domino,"Action, Biography, Crime",5.9,R
Don,"Action, Crime, Thriller",7.2,Not Rated
Don 2,"Action, Crime, Thriller",7.1,Not Rated
Don Verdean,"Comedy, Drama",5.4,PG-13
Don't Be Afraid of the Dark,"Fantasy, Horror, Thriller",5.6,R
Don't Crack Under Pressure,"Documentary, Sport",6.5,N/A
Don't Crack Under Pressure II,Documentary,6.8,N/A
Don't Go Breaking My Heart,"Comedy, Romance",6.7,TV-G
Don't Knock Twice,"Drama, Fantasy, Horror",5.1,R
Don't Look Down,"Drama, Horror, Mystery, Thriller",4.7,Unrated
Don't Think Twice,"Comedy, Drama",6.7,R
Donald Glover: Weirdo,Comedy,7.4,Not Rated
Donnie Brasco,"Biography, Crime, Drama",7.7,R
Doom,"Action, Horror, Sci-Fi",5.2,R
Doom: Annihilation,"Action, Adventure, Horror",3.7,R
Dostana,"Comedy, Drama, Romance",6.5,Not Rated
Double Jeopardy,"Crime, Drama, Mystery",6.5,R
Kinch & the Double World,"Short, Adventure, Fantasy",N/A,N/A
Doubt,"Drama, Mystery",7.5,PG-13
Dovlatov,"Biography, Drama",6.4,PG-13
Dr. Seuss' the Cat in the Hat: Sing Along,"Animation, Short",N/A,N/A
Dr. Seuss' the Grinch Musical,"Family, Musical",3.7,TV-PG
Dragon Quest: Your Story,"Animation, Adventure, Family",6.6,N/A
